ID|SalesArea|TimeSince1stOpening|TimeSinceLastOpening|HasCoffee|IsInShoppingMall|HasOnSiteBakery|Population_by_ZC_area_500m|Population500m|Population200m|Population100m|PurchasingPower500m|PurchasingPower200m|PurchasingPower100m|AlcSpending|FoodNonAlcSpending|TobaccoSpending|PopulationDistrict|NonNetworkShopsPerPop|NonNetworkShopsPerPP|NonNetworkShops|ZabkaCount500m|ZabkaCount200m|ZabkaCount100m|SelectedGFKNetworksPerPop|SelectedGFKNetworksPerPP|SelectedGFKNetworksPerZCArea|SelectedGFKNetworks|HighPriceCompetitors500m|HighPriceCompetitors200m|HighPriceCompetitors100m|LowPriceCompetitors500m|LowPriceCompetitors200m|LowPriceCompetitors100m|Discount_500mers500m|Discount_200mers200m|Discount_100mers100m|LiquorStores500m|LiquorStores200m|LiquorStores100m|DirectCompetitors500m|DirectCompetitors200m|DirectCompetitors100m|traditional_shops_100m|traditional_shops_200m|traditional_shops_500m|HasBiedronkaIn500|HasBiedronkaIn200|HasBiedronkaIn100|HasOtherDiscounterIn500|HasOtherDiscounterIn200|HasOtherDiscounterIn100|HasLiqureStoreIn500|HasLiqureStoreIn200|HasLiqureStoreIn100|DirectCompetitorsPerPP100K500m|DirectCompetitorsPerPP100K200m|DirectCompetitorsPerPP100K100m|DistanceCenterCompetitorsin200|TransportPOIs500m|TransportPOIs200m|TransportPOIs100m|TrafficDriversPOIs500m|TrafficDriversPOIs200m|TrafficDriversPOIs100m|AccomodationPlaces|CafeRestaurants500m|CafeRestaurants200m|CafeRestaurants100m|HasBigTrafficGenerator500m|HasBigTrafficGenerator200m|HasBigTrafficGenerator100m|HasChurchesIn500|HasChurchesIn200|HasChurchesIn100|HasBigDrugstoreIn100|HasSchoolIn200|HasSchoolIn100|HasMetroTrainStIn500|HasMetroTrainStIn200|HasMetroTrainStIn100|HasBusStopIn100|HasBusStopIn50|HasHospitalIn50|OfficeArea500m|OfficeArea200m|OfficeArea100m|asRuralArea500m|RuralArea200m|RuralArea100m|IsOfficeDistrict|DistanceCenterTrafficDriversin200|HasRossmannIn100|DistrictCategory|PP_PC_GMINA_CAT|POP_GMINA_CAT|IsCapitalCity|odl_drogi_krajowe_50m|odl_drogi_krajowe_25m|LocationClass|odl_drogi_sec_tert_25m|AccomodationPlacesPerPop|IsTouristicDistrict
1705|0,14626865671641792|,531578947368|,290502793296|0|1|0|4158|3824|1195,6449297779466|323,4129384708271|133353997,28023009|38717035,544478871|10496249,915969415|480521|2552442|345110|306826|1,0341510341510341E-2|3,2245002682326649E-7|43|2|1|1|7,215007215007215E-4|2,2496513499297662E-8|1,7314382443280316E-7|3|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|1|2|2|0|0|0|0|0|0|1|1|0|2,2496513499297662E-3|2,5828423740014415E-3|9,5272121758320557E-3|169,99333425987965|9|1|0|4|1|1|3743|5|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|2850|0|0|0|0|0|0|18,513213522211988|0|miejska|30-35TYS|200-500TYS|1|0|0|neighbourhood|1|12,199096556354416|0
1738|0,15522388059701492|,605263157894|,094972067039|0|1|0|1941|6084|310,55793094415367|77,639922707181611|57962791,06703078|9274012,1053294446|2318516,1649364713|89213|482098|61674|26411|0,0190623390005152|6,3834055122037746E-7|37|3|1|1|0|0|0|0|2|2|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|6|0|0|0|0|0|0|0|0|0|6,900978932112189E-3|1,0782819653915867E-2|4,3131034198650955E-2|127,56181381113737|0|0|0|3|1|0|286|5|3|1|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|8,5236443671687923E-2|0|0|0|30,777007965980097|0|miejsko-wiejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|0|10,828821324448146|0
1740|0,16119402985074627|,589473684210|,072625698324|0|0|0|6995|7342|1595,9896177532369|510,88311183035944|216233765,26668781|49271307,260091454|15721894,728713471|2371767|13210224|1918851|405606|3,1451036454610438E-3|1,0174174219676893E-7|22|1|1|1|2,8591851322373122E-4|9,2492492906153571E-9|8,1022912780881501E-7|2|1|1|0|0|0|0|2|1|0|3|0|3|0|0|0|0|0|2|1|1|0|1|0|0|1|0|0|4,6246246453076787E-4|2,0295787865364299E-3|6,3605565185070444E-3|16,257834671619062|13|4|0|9|7|6|7000|3|0|0|1|1|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|52,142774728394876|0|miejska|30-35TYS|200-500TYS|1|0|0|transport-institutinal hub|1|17,258127345256234|0
1753|0,11940298507462686|,589473684210|,106145251396|0|0|0|1250|3951|200,06500459209389|50,016262489628822|27357615,552300259|4377326,7732646875|1094331,9414650816|870428|4839496|698543|70291|0,0448|2,046962020244175E-6|56|2|1|1|8,0000000000000004E-4|3,6552893218645983E-8|3,6025759241278447E-8|1|1|0|0|0|0|0|2|1|0|2|2|2|1|1|1|0|1|4|1|1|0|1|0|0|1|1|0|1,0965867965593795E-2|4,5689986231216749E-2|0,18275990348252269|50,520806676528835|5|4|1|5|1|0|257|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,35843847077859636|0,22794846868636615|4,7879931779612882E-2|0|73,380617727683969|0|miejska|20-25TYS|50-200TYS|0|0|0|transport hub|1|3,6562291047217994|0
1779|0,18208955223880596|,594736842105|,256983240223|0|0|0|11621|11813|2127,9555781751938|498,90097008215577|296303109,86883539|53482775,966809258|12516976,232162373|325484|1782532|247371|756183|2,1512778590482748E-3|8,4373059773374498E-8|25|1|1|1|2,5815334308579296E-4|1,012476717280494E-8|1,3898389308064133E-6|3|2|2|0|1|0|0|1|1|0|3|2|3|0|0|0|0|2|4|1|1|0|0|0|0|1|1|0|3,3749223909349798E-4|1,8697608378080218E-3|7,9891499468577702E-3|119,71381659533704|6|1|0|3|1|0|25891|3|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|35,162431753959133|0|miejska|25-30TYS|>500TYS|1|0|0|neighbourhood|0|34,239066469359933|0
1783|0,20895522388059701|,578947368421|,614525139664|0|0|0|112|1162|17,928445051500791|4,4821103122222583|2611714,9530268158|417874,93270076881|104468,71101744055|26371|151068|21850|32274|0,7142857142857143|3,0631214140457772E-5|80|2|1|1|1,7857142857142856E-2|7,6578035351144424E-7|8,7217291942297105E-9|2|0|0|0|1|0|0|0|0|0|2|1|2|0|0|0|0|3|11|0|0|0|0|0|0|1|1|0|7,6578035351144422E-2|0,23930605110407005|0,95722440744296611|174,8112696176006|1|0|0|13|3|2|1979|4|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2,6835067699875148E-2|0|0|0|80,918017274257181|0|miejsko-wiejska|20-25TYS|20-50TYS|0|0|0|neighbourhood|1|61,318708557972364|0
1784|0,14029850746268657|,573684210526|,106145251396|0|1|0|452|2935|72,274577559553975|18,068638764377827|10190938,132327296|1630555,2205345819|407638,67821895302|209408|1189780|176069|71959|0,80973451327433632|3,5914259830406494E-5|366|1|1|1|1,9911504424778761E-2|8,8313753681327452E-7|6,2872423326107626E-8|9|2|0|0|1|0|0|0|0|0|1|0|1|0|0|0|3|3|6|0|0|0|0|0|0|1|0|0|9,8126392979252727E-3|0,06132880306084619|0,2453152886201036|200|6|1|0|5|1|1|625|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1103153963543157|0|0|0|130,2071536870327|0|miejska|20-25TYS|50-200TYS|0|0|0|neighbourhood|0|8,6855014661126475|0
1797|0,15223880597014924|,578947368421|,089385474860|0|0|0|285|2748|45,597018706416364|11,399282318567863|6870845,4206866035|1099335,3745151076|274834,5100712211|183239|1040575|149879|49869|0,32631578947368423|1,3535452234159929E-5|93|2|1|1|1,0526315789473684E-2|4,3662749142451382E-7|2,2655489026535359E-8|3|4|1|0|1|0|0|1|0|0|2|0|2|0|0|0|2|3|14|1|0|0|0|0|0|1|0|0|2,9108499428300922E-2|9,0964051842785262E-2|0,36385532506120072|138,57908566035874|8|1|0|18|4|0|139|5|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|5,1265846006666123E-2|0|0|0|100,82595300186362|0|miejsko-wiejska|20-25TYS|20-50TYS|0|0|0|institutional hub|0|2,7873027331608817|0
1808|0,17014925373134329|,578947368421|,100558659217|0|0|0|6584|7873|1062,2599136060383|209,4221488671987|219188709,18065214|35263592,465162128|6940562,1644794066|938489|5000504|687210|756183|2,5820170109356016E-3|7,7558739515130994E-8|17|4|1|1|3,0376670716889426E-4|9,1245575900154108E-9|8,37840154146079E-7|2|0|0|0|2|0|0|0|0|0|0|0|0|1|0|0|1|1|11|0|0|0|0|0|0|0|0|0|2,2811393975038525E-3|2,8357859483202894E-3|1,4408054798757175E-2|200|9|0|0|2|0|0|25891|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|115,51298048398857|0|miejska|25-30TYS|>500TYS|1|0|0|neighbourhood|0|34,239066469359933|0
1818|0,1373134328358209|,568421052631|,603351955307|0|1|0|3809|3310|637,3458034068783|143,78934834822149|97374028,797599569|16264191,171888825|3696078,3341564853|442837|2449582|352906|348383|1,4439485429246522E-2|5,6483233444435481E-7|55|3|3|2|2,6253609871357313E-4|1,0269678808079179E-8|1,516086442082193E-7|1|3|1|0|1|1|1|1|0|0|1|0|1|0|0|0|0|2|4|1|0|0|0|0|0|1|0|0|3,0809036424237538E-3|1,8445430014283327E-2|5,4111407258808482E-2|58,229103171564226|20|3|1|16|3|0|2250|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|109,61954698916209|0|miejska|20-25TYS|200-500TYS|1|0|0|transport hub|0|6,4584092794424528|0
1843|0,17313432835820897|,573684210526|,122905027932|0|0|0|1881|9452|343,1728072322698|85,793706528154402|46952827,331552476|8513308,6662597861|2128339,6874809382|655381|3692114|547743|120000|1,6480595427963849E-2|6,6023713079292846E-7|31|3|1|1|1,0632642211589581E-3|4,2595943922124421E-8|8,8331332390379035E-8|2|5|0|0|1|0|0|1|0|0|5|1|5|1|0|0|1|1|5|1|0|0|0|0|0|1|1|1|8,5191887844248849E-3|0,01174631437907604|4,6984981104382859E-2|11,353533398828501|6|0|0|7|0|0|423|3|2|0|1|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0,19769518799280855|0|0|0|72,515897589919362|0|miejska|>35TYS|50-200TYS|0|0|0|neighbourhood|0|3,5249999999999999|0
1878|0,16716417910447762|,536842105263|,569832402234|0|0|0|1574|4550|251,91354783175532|62,978477615897496|31355323,156740591|5016859,4420702765|1254216,6659712251|49741|287045|42665|35262|5,2096569250317665E-2|2,6151859315910798E-6|82|2|1|1|1,2706480304955528E-3|6,3785022721733652E-8|2,0275769305201438E-7|2|2|0|0|1|1|0|1|0|0|1|0|1|0|0|0|0|1|11|1|0|0|0|0|0|1|0|0|6,3785022721733649E-3|0,01993278886018254|0,07973104066717468|163,37905147035687|4|2|2|2|1|0|0|2|2|1|1|1|1|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0,11892509498865049|0|0|0|39,098615633646162|0|miejska|20-25TYS|20-50TYS|0|0|0|neighbourhood|1|0|0
1918|0,14925373134328357|,526315789473|,296089385474|0|1|0|637|1552|101,97990329422871|25,495078889792161|16826778,770046003|2692278,6861248552|673072,39248915494|55020|314479|40623|18051|1,5698587127158557E-3|5,9429081089491623E-8|1|2|1|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1,1885816217898325E-2|3,7143257314099051E-2|0,14857242863606426|200|0|0|0|3|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,57704155863884521|0,35816476701077299|0,37320763211023955|0|200|0|wiejska|25-30TYS|<20TYS|0|0|0|rural area|1|0|0
1982|0,15820895522388059|,542105263157|,435754189944|0|0|0|369|2771|59,111598420361844|14,777911720591771|9209166,9966782723|1473461,2617428121|368365,61743602646|318780|1749586|243816|69633|0,35501355013550134|1,422495650771144E-5|131|5|2|2|3,5230352303523033E-2|1,41163690534541E-6|9,1336691392130856E-8|13|3|0|0|1|0|0|2|1|1|3|1|3|1|0|0|0|1|2|0|0|0|1|1|1|1|1|0|0,06515247255440354|0,13573482058390848|0,54293883721309499|81,079942537456418|4|1|0|18|7|6|365|9|3|1|1|0|0|1|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|34,142524590788966|1|miejska|25-30TYS|50-200TYS|0|0|0|neighbourhood|1|5,2417675527407983|0
2033|0,17313432835820897|,442105263157|,469273743016|0|1|0|2517|7297|461,84603743485212|115,46182037732321|70175908,847522452|12838010,674003458|3209511,3139366014|424135|2269217|307040|405606|6,7540723083035362E-3|2,4224837667492753E-7|17|2|1|1|3,9729837107667858E-4|1,4249904510289857E-8|1,2184020672732204E-7|1|0|0|0|0|0|0|1|1|0|0|0|0|1|1|1|1|2|12|1|1|0|0|0|0|0|0|0|4,274971353086957E-3|1,5578737631445759E-2|6,2314782668484052E-2|51,654801564725943|11|7|5|5|3|1|7000|3|1|1|0|0|0|1|1|1|0|0|0|0|0|0|1|1|0|0|0|0|0,27922761271189317|0|0|0|17,744918516232655|0|miejska|30-35TYS|200-500TYS|1|0|0|transport hub|1|17,258127345256234|0
2039|0,14328358208955225|,526315789473|,189944134078|0|0|0|12458|12840|2673,2406976926536|666,16237955807333|336390441,81587452|72401766,268300518|18044180,741271473|1103327|6041844|869647|737098|3,3713276609407608E-3|1,2485491494133765E-7|42|4|1|1|8,0269706212875261E-5|2,9727360700318484E-9|2,3906309310361322E-7|1|1|0|0|0|0|0|1|0|0|6|0|6|1|1|0|0|2|5|0|0|0|1|0|0|1|0|0|1,4863680350159243E-3|2,7623635486854897E-3|5,5419529117925227E-3|170,91509592616654|6|2|2|10|1|0|7294|8|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|50,773434303464434|0|miejska|25-30TYS|>500TYS|1|0|0|shopping street|1|9,8955634121921374|0
2056|0,16716417910447762|,410526315789|,357541899441|0|1|0|44|1507|7,0441293758998649|1,7610348241521212|848241,07090604992|135718,52316769984|33929,67857724557|28837|169710|24641|24349|0,95454545454545459|4,9514225897052638E-5|42|1|1|1|6,8181818181818177E-2|3,5367304212180454E-6|6,90649647774448E-9|3|3|0|0|0|0|0|2|1|0|0|0|0|0|0|0|2|3|5|1|0|0|1|1|0|0|0|0|0,11789101404060152|0,73681909930920453|2,9472722464003387|107,21546734131024|0|0|0|0|0|0|731|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,22681312975134521|0,12948085519348249|6,0259052148963497E-3|0|38,780351102911645|0|miejsko-wiejska|<20TYS|20-50TYS|0|0|0|neighbourhood|0|30,021766807671774|0
2072|0,19402985074626866|,478947368421|,374301675977|0|1|0|1913|2890|432,31202222567305|127,20941163007009|61917792,278133422|13937541,45433254|4100945,7794052935|429709|2321390|320783|632996|9,4093047569262945E-3|2,9070803944598637E-7|18|5|1|1|5,2273915316257186E-4|1,615044663588813E-8|7,1259158895581918E-8|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|8,0752233179440646E-3|7,1748665521575621E-3|2,4384618909665683E-2|200|3|0|0|2|2|0|9588|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,15099778766073702|0|0|0|122,61684507238057|0|miejska|30-35TYS|>500TYS|1|0|0|neighbourhood|0|15,147015147015146|0
2073|0,29850746268656714|,510526315789|,312849162011|0|1|0|5095|4593|1744,3901399354163|475,65842150992722|157376603,7503604|53675907,648310252|14537238,36489569|1582387|8232043|1062166|306826|4,1216879293424925E-3|1,3343787767406253E-7|21|2|1|1|1,9627085377821394E-4|6,3541846511458341E-9|3,6565525316081936E-7|1|0|0|0|0|0|0|1|0|0|1|1|1|0|0|0|1|3|9|1|0|0|0|0|0|1|1|1|1,2708369302291667E-3|1,8630332374667924E-3|6,8788856239351843E-3|55,008821037213401|6|1|0|2|0|0|3743|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|93,41508370346375|0|miejska|30-35TYS|200-500TYS|1|0|0|institutional hub|0|12,199096556354416|0
2082|0,17313432835820897|,447368421052|,474860335195|0|0|0|302|1197|48,353869992534747|12,088439257783477|6368478,5410826346|1018953,2603302338|254737,71997823846|213535|1230504|182561|12864|0,09602649006622517|4,5536779017033528E-6|29|2|2|1|3,3112582781456954E-3|1,5702337592080526E-7|3,5523419972410649E-8|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|2|1|0|0|0|0|0|0|0|0|3,1404675184161054E-2|0,19627985677692594|0,39256063063037044|155,91646501671741|3|1|0|2|2|1|0|2|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0,22947210840130733|2,5461275328965124E-2|0|0|36,195379733371048|0|miejsko-wiejska|20-25TYS|<20TYS|0|0|0|neighbourhood|0|0|0
2086|0,15223880597014924|,515789473684|,089385474860|0|0|0|13374|13518|2582,7908974402721|738,5201122696709|399308854,18993098|77259425,105848894|21969445,700856406|1749711|9848138|1430775|356177|4,0376850605652759E-3|1,3523366545314553E-7|54|8|3|2|1,4954389113204725E-4|5,0086542760424277E-9|1,2805238077387516E-6|2|1|0|0|0|0|0|1|0|0|8|3|8|2|0|0|0|5|21|1|0|0|0|0|0|1|1|1|2,5043271380212136E-3|3,8830213865685185E-3|9,1035523937776745E-3|41,247219545419789|10|0|0|35|4|2|2965|33|2|1|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|45,239846867474235|0|miejska|25-30TYS|200-500TYS|1|0|0|institutional hub|1|8,3245128124499903|0
2117|0,20000000000000001|,494736842105|,318435754189|0|0|0|36|3088|5,7099407651134264|1,427485795672478|719262,73552832112|115081,3559544431|28770,351169909645|46808|265567|38747|15739|0,97222222222222221|4,8660938863030903E-5|35|2|2|1|8,3333333333333329E-2|4,1709376168312199E-6|8,9469582050688657E-9|3|1|0|0|0|0|0|0|0|0|2|2|2|0|0|0|1|2|11|0|0|0|0|0|0|1|1|1|0,27806250778874803|1,737900968764857|3,4758004658833666|84,128216970399706|0|0|0|5|4|1|649|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|49,44010728099763|0|miejsko-wiejska|20-25TYS|<20TYS|0|0|0|neighbourhood|0|41,235148357583071|0
2176|0,16119402985074627|,442105263157|,201117318435|0|0|0|10848|11233|1722,5816152662437|423,9159080950389|292413477,87574977|46324424,073347077|11397572,519097906|1026190|5509994|756930|737098|3,7794985250737463E-3|1,4021241530262646E-7|41|1|1|1|1,8436578171091445E-4|6,8396300147622663E-9|3,0915374520934167E-7|2|2|1|1|0|0|0|2|0|0|0|0|0|1|0|0|0|0|4|1|0|0|1|0|0|0|0|0|6,8396300147622658E-4|2,1586884672687243E-3|8,7737980901142626E-3|0,44268245413713014|24|2|0|5|0|0|7294|1|0|0|1|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1,1924716700659862E-2|0|0|0|133,43442693752741|0|miejska|25-30TYS|>500TYS|1|0|0|neighbourhood|0|9,8955634121921374|0
2221|0,15223880597014924|,463157894736|,491620111731|0|0|0|9157|9224|1970,9843892716171|528,29074548153699|251054329,84324306|54463176,28053952|14635126,810551813|1922887|11244869|1786234|107948|3,0577700120126678E-3|1,1152964387223692E-7|28|5|1|1|3,2761821557278587E-4|1,1949604700596813E-8|1,2345067638952063E-6|3|2|0|0|0|0|0|2|0|0|1|0|1|0|0|0|0|2|17|1|0|0|1|0|0|1|0|0|1,9916007834328022E-3|1,8361029750615452E-3|6,8328755394111637E-3|200|15|0|0|7|0|0|780|2|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|186,14583536789033|0|miejska|25-30TYS|50-200TYS|0|0|0|neighbourhood|0|7,2257012635713496|0
2235|0,15223880597014924|,431578947368|,335195530726|1|0|0|6753|5683|1651,1159766268729|378,24687231716041|185098921,87950107|45947346,543225408|10555433,396357853|723125|4104686|628435|737098|5,923293351103213E-3|2,1610066441143237E-7|40|5|3|1|1,4808233377758035E-4|5,4025166102858092E-9|4,9239861867548273E-7|1|0|0|0|0|0|0|1|0|0|4|1|4|0|0|0|0|0|7|1|0|0|0|0|0|1|1|0|2,7012583051429047E-3|6,5292127308760285E-3|9,473793850521094E-3|181,93689355145901|22|6|2|13|5|3|7294|7|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|65,979771980049307|0|miejska|25-30TYS|>500TYS|1|0|0|transport hub|1|9,8955634121921374|0
2241|0,15223880597014924|,415789473684|,312849162011|0|1|0|226|1251|36,234835583612238|9,0587124716643039|6065732,1042933203|970518,98522287887|242629,84207941699|113996|619473|84853|15735|5,7522123893805309E-2|2,1431872981661374E-6|13|1|1|1|4,4247787610619468E-3|1,6486056139739517E-7|6,5488875898628895E-8|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1,6486056139739518E-2|0,10303765461840511|0,41215045578469389|200|6|0|0|0|0|0|220|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,33825054945391886|3,5611896771204623E-3|0|0|200|0|miejsko-wiejska|25-30TYS|<20TYS|0|0|0|neighbourhood|1|13,981569748967271|0
2268|0,19104477611940299|,463157894736|,491620111731|0|1|0|71|4398|11,414862581673511|2,853685249136181|1612137,9653860959|257941,35979742827|64484,653085340404|27639|166508|24106|9661|0,78873239436619713|3,4736481121569757E-5|56|2|2|1|5,6338028169014086E-2|2,4811772229692685E-6|2,1398602698807145E-8|4|2|2|0|1|1|1|1|0|0|0|0|0|0|0|0|1|3|7|1|0|0|0|0|0|0|0|0|0,12405886114846343|0,77537003044826946|1,5507565787421977|75,635914639438226|1|0|0|13|7|1|47|2|1|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|9,1043968187698998E-2|0|0|0|80,963787362118566|0|miejska|25-30TYS|<20TYS|0|0|0|shopping street|1|4,8649208156505539|0
2279|0,20298507462686566|,457894736842|,100558659217|0|0|0|70|612|11,150066954143625|2,7875161587799639|1494696,1969006388|239151,88522089503|59787,958870345377|34026|202944|29360|10761|0,21428571428571427|1,0035484154641987E-5|15|1|1|1|4,2857142857142858E-2|2,0070968309283976E-6|4,3423861897901839E-8|3|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|4|4|1|0|0|0|0|0|0|0|0|6,6903227697613241E-2|0,41814430987083379|1,6725775873509483|200|0|0|0|0|0|0|561|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5376750719437875|0,18267924862612034|6,500923468298087E-4|0|113,0841931238181|0|wiejska|20-25TYS|<20TYS|0|0|0|rural area|0|52,132701421800945|1
2292|0,23582089552238805|,447368421052|,474860335195|0|0|0|3503|3820|812,06001630081539|205,46251383238811|89357686,473831475|21687034,818583749|5521451,7296311734|620135|3497465|510061|356177|9,9914359120753648E-3|3,916842678133772E-7|35|2|1|1|0|0|0|0|2|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|2|0|0|0|0|0|0|1|0|0|3,3572937241146618E-3|4,6110499123794184E-3|1,8111178888578255E-2|200|3|0|0|4|0|0|2965|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1,5173945508783062E-2|0|0|0|200|0|miejska|25-30TYS|200-500TYS|1|0|0|neighbourhood|0|8,3245128124499903|0
2316|0,18208955223880596|,300000000000|,318435754189|0|0|0|39|2358|6,2801873100073449|1,5700461924596523|839881,95002988377|134381,2966924439|33595,310584695857|23562|136942|19823|16154|0,48717948717948717|2,2622226849051779E-5|19|1|1|1|0,05128205128205128|2,3812870367422922E-6|6,4577020251078085E-9|2|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|5|1|0|0|0|0|0|0|0|0|0,11906435183711461|0,74415117625236371|2,9766059089673784|200|1|0|0|2|1|0|122|4|1|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0,19485465297889382|2,8044124639594478E-2|0|0|22,347065060755398|0|miejsko-wiejska|20-25TYS|<20TYS|0|0|0|shopping street|1|7,5523090256283272|0
2322|0,14626865671641792|,452631578947|,480446927374|0|1|0|896|2523|145,07590447807868|36,269027565652607|19544731,882037815|3166874,5558347297|791719,76198079949|231458|1328121|190332|84537|0,3013392857142857|1,3814464257150437E-5|270|1|1|1|1,2276785714285714E-2|5,6281150677279565E-7|1,0672462228799903E-7|11|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|2|3|1|1|1|0|0|0|1|1|0|5,116468243389051E-3|3,1576874371533753E-2|0,12630731832411324|56,170387815592683|4|2|2|0|0|0|453|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0,13822178090002987|0|0|0|73,837807709765528|0|miejska|20-25TYS|50-200TYS|0|1|1|neighbourhood|0|5,358600376166649|0
2326|0,16119402985074627|,452631578947|,385474860335|0|1|0|5856|5572|1227,3286638152649|308,88391724901584|150654401,9334169|31272765,682470236|7827692,3840548601|1036531|5687072|802943|348383|1,4856557377049179E-2|5,7748063703077487E-7|87|2|1|1|1,7076502732240437E-3|6,6377084716181021E-8|6,3416282018082368E-6|10|3|2|1|2|0|0|1|1|1|4|0|4|0|0|0|0|4|9|1|1|1|0|0|0|1|0|0|1,3275416943236205E-3|3,1976704911665169E-3|1,2775157108077173E-2|64,200684873068667|11|4|1|32|16|3|2250|15|5|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|22,868095161773908|0|miejska|20-25TYS|200-500TYS|1|0|0|transport-institutinal hub|0|6,4584092794424528|0
2346|0,17611940298507461|,378947368421|,290502793296|0|0|0|14678|14259|3897,729972953317|1190,4806006657968|537481964,10082519|142083350,18079066|43308077,381832607|2858580|15481027|2150989|632996|2,9976836081209973E-3|8,186321204956028E-8|44|9|4|1|6,8129172911840849E-5|1,8605275465809156E-9|1,834894431979209E-7|1|4|2|1|1|0|0|2|0|0|1|0|1|1|1|0|6|8|20|1|0|0|0|0|0|1|0|0|1,8605275465809156E-3|3,5190611663068658E-3|2,3090380835504186E-3|135,18925585727931|19|2|0|7|2|0|9588|7|2|1|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|70,913157758093888|0|miejska|30-35TYS|>500TYS|1|0|0|institutional hub|1|15,147015147015146|0
2349|0,14328358208955225|,373684210526|,273743016759|0|1|0|648|1500|103,61249061226781|25,903117468786036|17046733,451730527|2727481,9646622138|681870,35469520488|186478|1027109|135104|43684|8,1790123456790126E-2|3,1091000601419985E-6|53|3|1|1|6,1728395061728392E-3|2,3464906114279235E-7|9,2676773532659515E-8|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|1,7598679585709428E-2|0,03666385380201205|0,14665544455983845|200|2|0|0|4|0|0|429|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,26410354270621317|1,4283156852784331E-2|0|0|200|0|miejsko-wiejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|0|9,8205292555626773|0
